ASLLEXcode,NewFileName,EntryID,Cantonese_Filtered,Cantonese ,cantonese_orig,Frank's Note,Grace's Note
HKSL_lesson_only368,HKSL_lesson_only368-BONUS-10LH-843,bonus,花紅,花紅,花紅,,
HKSL_lesson_only369,HKSL_lesson_only369-END_OF_YEAR_BONUS-15MP-844,end_of_year_bonus,雙糧,雙糧,雙糧,,
HKSL_lesson_only37,HKSL_lesson_only37-TEACHER-1001-499,teacher,老師,老師,老師,,
HKSL_lesson_only370,HKSL_lesson_only370-COMMISSION-0JR3-845,commission,佣金,佣金,佣金,,
HKSL_lesson_only371,HKSL_lesson_only371-TRAVEL_ALLOWANCE-0JL4-846,travel_allowance,交通津貼,交通津貼,交通津貼,,
HKSL_lesson_only372,HKSL_lesson_only372-MEAL_ALLOWANCE-10DJ-847,meal_allowance,膳食津貼,膳食津貼,膳食津貼,,
HKSL_lesson_only373,HKSL_lesson_only373-DENTAL-0SIP-848,dental,牙科,牙科,牙科,,
HKSL_lesson_only374,HKSL_lesson_only374-HEALTHCARE-14DB-849,healthcare,醫療,醫療,醫療,,
HKSL_lesson_only375,HKSL_lesson_only375-PUTONGHUA-0PJE-850,putonghua,普通話,普通話,普通話,,
HKSL_lesson_only376,HKSL_lesson_only376-CANTONESE-0V5L-851,cantonese,粵語,粵語,粵語,,
HKSL_lesson_only377,HKSL_lesson_only377-SHIFT_WORK-13PA-852,shift_work,輪班,輪班,輪班,,
HKSL_lesson_only378,HKSL_lesson_only378-DAY_OFF_ROTATION-13PA-853,day_off_rotation,輪休,輪休,輪休,,
HKSL_lesson_only379,HKSL_lesson_only379-EXPERIENCE-0VCJ-854,experience,經驗,經驗,經驗,,
HKSL_lesson_only38,HKSL_lesson_only38-STUDENT-0MRO-500,student,學生,學生,學生,,
HKSL_lesson_only380,HKSL_lesson_only380-OPPORTUNITY-0QIV-855,opportunity,機會,機會,機會,,
HKSL_lesson_only381,HKSL_lesson_only381-COLLABORATION-0L08-856,collaboration,合作,合作,合作,,
HKSL_lesson_only382,HKSL_lesson_only382-BREAK_CONTRACT-0QU0-857,break_contract,毀約,毀約,毀約,,
HKSL_lesson_only383,HKSL_lesson_only383-RESIGN-13TD-858,resign,辭職,辭職,辭職,,
HKSL_lesson_only384,HKSL_lesson_only384-DISMISS-12F3-859,dismiss,解僱,解僱,解僱,,
HKSL_lesson_only384,HKSL_lesson_only384-^DISMISS_2-12F3-860,^dismiss_2,解僱,解僱_2,解僱,,
HKSL_lesson_only385,HKSL_lesson_only385-RETIRE-1400-861,retire,退休,退休,退休,,
HKSL_lesson_only386,HKSL_lesson_only386-SEND_LETTER-0MU4-862,send_letter,寄信,寄信,寄信,,
HKSL_lesson_only387,HKSL_lesson_only387-PRESSURE-0M6J-863,pressure,壓力,壓力,壓力,,
HKSL_lesson_only388,HKSL_lesson_only388-OVERTIME-0KL0-864,overtime,加班,加班,加班,,
HKSL_lesson_only389,HKSL_lesson_only389-SELECTIVE_PLACEMENT_DIVISION-0N2L-865,Selective_Placement_Division,展能就業科,展能就業科,展能就業科,,
HKSL_lesson_only39,HKSL_lesson_only39-CLASSMATE-0L0C-501,classmate,同學,同學,同學,,
HKSL_lesson_only390,HKSL_lesson_only390-ESTABLISH-0OGG-866,establish,成立,成立,成立,,
HKSL_lesson_only391,HKSL_lesson_only391-CLOSE_DOWN-0K0I-867,close_down,倒閉,倒閉,倒閉,,
HKSL_lesson_only392,HKSL_lesson_only392-STILL-0JMD-868,still,仍然/依然,仍然/依然,仍然,,chose 1st opt
HKSL_lesson_only393,HKSL_lesson_only393-USED_TO_BE-0PPC-869,used_to_be,本來,本來,本來,,
HKSL_lesson_only394,HKSL_lesson_only394-BUT-0JQ6-870,but,但是,但是,但是,,
HKSL_lesson_only395,HKSL_lesson_only395-WANT-0O7J-871,want,想,想,想,,
HKSL_lesson_only396,HKSL_lesson_only396-TIME-0KA9-872,time,光陰,光陰,光陰,,
HKSL_lesson_only397,HKSL_lesson_only397-AN_INSTANT-0NQ8-873,an_instant,彈指間,彈指間,瞬間,,synonym
HKSL_lesson_only398,HKSL_lesson_only398-SUDDENLY-0NVT-874,suddenly,忽然,忽然,忽然,,
HKSL_lesson_only399,HKSL_lesson_only399-TEMPORARILY-0PLB-875,temporarily,暫時,暫時,暫時,,
HKSL_lesson_only4,HKSL_lesson_only4-DEAF-103U-462,deaf,聾人,聾人,聾人,,
HKSL_lesson_only40,HKSL_lesson_only40-COLLEAGUE-0L0C-502,colleague,同事,同事,同事,,
HKSL_lesson_only400,HKSL_lesson_only400-NEXT_TIME-0JGB-876,next_time,下次,下次,下次,,
HKSL_lesson_only401,HKSL_lesson_only401-FOREVER-0R1O-877,forever,永遠,永遠,永遠,,
HKSL_lesson_only402,HKSL_lesson_only402-FOR_A_LONG_TIME-0NS8-878,for_a_long_time,很久,很久,很久,,
HKSL_lesson_only403,HKSL_lesson_only403-DUSK-17M3-879,dusk,黃昏,黃昏,黃昏,,
HKSL_lesson_only404,HKSL_lesson_only404-DAWN-0RG5-880,dawn,清晨,清晨,清晨,,
HKSL_lesson_only405,HKSL_lesson_only405-DATE-0V84-881,date,約會,約會,約會,,
HKSL_lesson_only406,HKSL_lesson_only406-BEST_FRIENDS-0QRR-882,best_friends,死黨,死黨,死黨,,
HKSL_lesson_only407,HKSL_lesson_only407-CHILDHOOD-0N0F-883,childhood,小時候,小時候,小時候,,
HKSL_lesson_only408,HKSL_lesson_only408-EXCHANGE-0JL4-884,exchange,交換,交換,交換,,
HKSL_lesson_only409,HKSL_lesson_only409-CONTACT-103F-885,contact,聯絡,聯絡,聯絡,,
HKSL_lesson_only41,HKSL_lesson_only41-NOT_YET-0N0Q-503,not_yet,尚未,尚未,尚未,,
HKSL_lesson_only410,HKSL_lesson_only410-SQUARE-0PDP-886,square,方,方,方,,
HKSL_lesson_only411,HKSL_lesson_only411-ROUND-0LOJ-887,round,圓,圓,圓,,
HKSL_lesson_only412,HKSL_lesson_only412-CURVED-0NQE-888,curved,彎,彎,彎,,
HKSL_lesson_only413,HKSL_lesson_only413-STRAIGHT-0TNK-889,straight,直,直,直,,
HKSL_lesson_only414,HKSL_lesson_only414-WIDE-15EA-890,wide,闊,闊,闊,,
HKSL_lesson_only415,HKSL_lesson_only415-NARROW-0UK4-891,narrow,窄,窄,窄,,
HKSL_lesson_only416,HKSL_lesson_only416-ABOVE-0JGA-892,above,上,上,上,,
HKSL_lesson_only417,HKSL_lesson_only417-BENEATH-0JGB-893,beneath,下,下,下,,
HKSL_lesson_only418,HKSL_lesson_only418-LEFT-0NF6-894,left,左,左,左,,
HKSL_lesson_only419,HKSL_lesson_only419-RIGHT-0KVJ-895,right,右,右,右,,
HKSL_lesson_only42,HKSL_lesson_only42-WHO-12LG-504,who,誰,誰,誰,,
HKSL_lesson_only420,HKSL_lesson_only420-FRONT-0KID-896,front,前,前,前,,
HKSL_lesson_only421,HKSL_lesson_only421-BACK-0NSC-897,back,後,後,後,,
HKSL_lesson_only422,HKSL_lesson_only422-INSIDE-0KB7-898,inside,內,內,內,,
HKSL_lesson_only423,HKSL_lesson_only423-OUTSIDE-0M8M-899,outside,外,外,外,,
HKSL_lesson_only424,HKSL_lesson_only424-EAST-0PRH-900,east,東,東,東,,
HKSL_lesson_only425,HKSL_lesson_only425-SOUTH-0KQN-901,south,南,南,南,,
HKSL_lesson_only426,HKSL_lesson_only426-WEST-12BV-902,west,西,西,西,,
HKSL_lesson_only427,HKSL_lesson_only427-NORTH-0KON-903,north,北,北,北,,
HKSL_lesson_only428,HKSL_lesson_only428-CENTER-0JHD-904,center,中,中,中,,
HKSL_lesson_only429,HKSL_lesson_only429-ALMOST-0NFE-905,almost,差不多,差不多,差不多,,
HKSL_lesson_only43,HKSL_lesson_only43-DATE-0PF5-505,date,日期,日期,日期,,
HKSL_lesson_only430,HKSL_lesson_only430-PARK-0KBC-906,park,公園,公園,公園,,
HKSL_lesson_only431,HKSL_lesson_only431-SWIMMING_POOL-0R7J-907,swimming_pool,泳池,泳池,泳池,,
HKSL_lesson_only432,HKSL_lesson_only432-SPORTS_GROUND-142B-908,sports_ground,運動場,運動場,運動場,,
HKSL_lesson_only433,HKSL_lesson_only433-DISNEYLAND_RESORT-13VA-909,Disneyland_Resort,迪士尼樂園,迪士尼樂園,迪士尼樂園,,
HKSL_lesson_only434,HKSL_lesson_only434-OCEAN_PARK-0RBN-910,Ocean_Park,海洋公園,海洋公園,海洋公園,,
HKSL_lesson_only435,HKSL_lesson_only435-HOSPITAL-14DB-911,hospital,醫院,醫院,醫院,,
HKSL_lesson_only436,HKSL_lesson_only436-POLICE_STATION-12R6-912,police_station,警署,警署,警署,,
HKSL_lesson_only437,HKSL_lesson_only437-STAIRCASE-0QGJ-913,staircase,樓梯,樓梯,樓梯,,
HKSL_lesson_only438,HKSL_lesson_only438-LIFT-0KQ7-914,lift,升降機,升降機,升降機,,
HKSL_lesson_only439,HKSL_lesson_only439-ESCALATOR-0OJM-915,escalator,扶手電梯,扶手電梯,扶手電梯,,
HKSL_lesson_only44,HKSL_lesson_only44-AFTERNOON-0JGB-506,afternoon,下午,下午,下午,,
HKSL_lesson_only440,HKSL_lesson_only440-ILLNESS-0TE5-916,illness,病,病,病,,
HKSL_lesson_only440,HKSL_lesson_only440-^ILLNESS_2-0TE5-917,^illness_2,病,病_2,病,,
HKSL_lesson_only441,HKSL_lesson_only441-PROBLEM-0LAF-918,problem,問題,問題,問題,,
HKSL_lesson_only442,HKSL_lesson_only442-TAKE_TEMPERATURE-0OT2-919,take_temperature,探熱,探熱,探熱,,
HKSL_lesson_only443,HKSL_lesson_only443-BLOOD-1220-920,blood,血,血,血,,
HKSL_lesson_only444,HKSL_lesson_only444-DRAW_BLOOD-0OLT-921,draw_blood,抽血,抽血,抽血,,
HKSL_lesson_only445,HKSL_lesson_only445-INJECTION_1-0OIJ-922,injection_1,打針,打針_1,打針,,
HKSL_lesson_only445,HKSL_lesson_only445-^INJECTION_2-0OIJ-923,^injection_2,打針,打針_2,打針,,
HKSL_lesson_only446,HKSL_lesson_only446-PAIN-0TER-924,pain,痛,痛,痛,,
HKSL_lesson_only447,HKSL_lesson_only447-ENDURE-0NUD-925,endure,忍受,忍受,忍受,,
HKSL_lesson_only448,HKSL_lesson_only448-TOLERATE-0NUD-926,tolerate,忍耐,忍耐,忍耐,,
HKSL_lesson_only449,HKSL_lesson_only449-MEDICINE-11F5-927,medicine,藥水,藥水,藥水,,
HKSL_lesson_only45,HKSL_lesson_only45-NIGHT-0PIQ-507,night,晚上,晚上,晚上,,
HKSL_lesson_only450,HKSL_lesson_only450-PILL-11F5-928,pill,藥丸,藥丸,藥丸,,
HKSL_lesson_only451,HKSL_lesson_only451-SLEEPY-0TPS-929,sleepy,眼睏,眼睏,睏,,written chinese
HKSL_lesson_only452,HKSL_lesson_only452-WEAK_AND_FRAIL-123G-930,weak_and_frail,衰弱,衰弱,衰弱,,
HKSL_lesson_only453,HKSL_lesson_only453-HEALTHY_AND_STRONG-0M7F-931,healthy_and_strong,壯健,壯健,壯健,,
HKSL_lesson_only454,HKSL_lesson_only454-DIZZY-0PK8-932,dizzy,暈眩,暈眩,暈眩,,
HKSL_lesson_only455,HKSL_lesson_only455-DIGEST-0RC8-933,digest,消化,消化,消化,,
HKSL_lesson_only456,HKSL_lesson_only456-STOMACH-1063-934,stomach,胃,胃,胃,,
HKSL_lesson_only457,HKSL_lesson_only457-HABIT-0VUI-935,habit,習慣,習慣,習慣,,
HKSL_lesson_only458,HKSL_lesson_only458-DISCOMFORT-0JGD-936,discomfort,不適,不適,不適,,
HKSL_lesson_only459,HKSL_lesson_only459-IMPAIRMENT-15KS-937,impairment,障礙,障礙,障礙,,
HKSL_lesson_only46,HKSL_lesson_only46-NOW-0SVU-508,now,現在,現在,現在,,
HKSL_lesson_only460,HKSL_lesson_only460-DEFECATE-0M97-938,defecate,大便,大便,大便,,
HKSL_lesson_only461,HKSL_lesson_only461-URINATE-0N0F-939,urinate,小便,小便,小便,,
HKSL_lesson_only462,HKSL_lesson_only462-DIARRHEA-104Q-940,diarrhea,肚瀉,肚瀉,肚瀉,,
HKSL_lesson_only463,HKSL_lesson_only463-VOMIT-0LGK-941,vomit,嘔吐,嘔吐,嘔吐,,
HKSL_lesson_only464,HKSL_lesson_only464-COLD-0O8V-942,cold,感冒,感冒,感冒,,
HKSL_lesson_only465,HKSL_lesson_only465-WHEELCHAIR-13PA-943,wheelchair,輪椅,輪椅,輪椅,,
HKSL_lesson_only466,HKSL_lesson_only466-BLIND-0TNI-944,blind,盲,盲,盲,,
HKSL_lesson_only467,HKSL_lesson_only467-DISABLED_PERSON-0QSO-945,disabled_person,殘疾人士,殘疾人士,殘疾人士,,
HKSL_lesson_only468,HKSL_lesson_only468-FIRST_AID-0O15-946,first_aid,急救,急救,急救,,
HKSL_lesson_only469,HKSL_lesson_only469-RESCUE-0ONF-947,rescue,拯救,拯救,拯救,,
HKSL_lesson_only47,HKSL_lesson_only47-YESTERDAY-0PH8-509,yesterday,昨天,昨天,昨天,,
HKSL_lesson_only470,HKSL_lesson_only470-HOSPITALIZE-1401-948,hospitalize,送院,送院,送院,,
HKSL_lesson_only471,HKSL_lesson_only471-SURGERY-0OIB-949,surgery,手術,手術,手術,,
HKSL_lesson_only472,HKSL_lesson_only472-CANCER-0TIC-950,cancer,癌,癌,癌,,
HKSL_lesson_only473,HKSL_lesson_only473-FEVER-0TJS-951,fever,發燒,發燒,發燒,,
HKSL_lesson_only474,HKSL_lesson_only474-RECOVER-0NLN-952,recover,康復,康復,康復,,
HKSL_lesson_only475,HKSL_lesson_only475-SHY-0MTJ-953,shy,害羞,害羞,害羞,,
HKSL_lesson_only476,HKSL_lesson_only476-BLUSHING-15R2-954,blushing,面紅,面紅,面紅,,
HKSL_lesson_only477,HKSL_lesson_only477-PALE_FACED-15R2-955,pale_faced,面青青,面青青,臉色發白,,written chinese
HKSL_lesson_only478,HKSL_lesson_only478-SCARED-0MTJ-956,scared,害怕,害怕,害怕,,
HKSL_lesson_only479,HKSL_lesson_only479-SCARY-0O2G-957,scary,恐怖,恐怖,恐怖,,
HKSL_lesson_only48,HKSL_lesson_only48-TOMORROW-0PGE-510,tomorrow,明天,明天,明天,,
HKSL_lesson_only480,HKSL_lesson_only480-GREEDY-135A-958,greedy,貪心,貪心,貪心,,
HKSL_lesson_only480,HKSL_lesson_only480-^GREEDY_2-135A-959,^greedy_2,貪心,貪心_2,貪心,,
HKSL_lesson_only481,HKSL_lesson_only481-STINGY-0MR4-960,stingy,孤寒,孤寒,孤寒,,
HKSL_lesson_only482,HKSL_lesson_only482-PETTY-0N0F-961,petty,小氣,小氣,小氣,,
HKSL_lesson_only483,HKSL_lesson_only483-GRUDGEFUL-12GO-962,grudgeful,記仇,記仇,記仇,,
HKSL_lesson_only484,HKSL_lesson_only484-LUSTFUL-0MBT-963,lustful,好色,好色,好色,,
HKSL_lesson_only485,HKSL_lesson_only485-WIDE_EYED-0TPS-964,wide_eyed,眼凸凸,眼凸凸,眼凸凸,,
HKSL_lesson_only486,HKSL_lesson_only486-POINTLESS-0S91-965,pointless,無謂,無謂,無謂,,
HKSL_lesson_only487,HKSL_lesson_only487-^JEALOUS-0MM9-966,^jealous,嫉妒,嫉妒,嫉妒,,
HKSL_lesson_only487,HKSL_lesson_only487-JEALOUS_IN_LOVE-0L3N-968,jealous_in_love,呷醋,呷醋,呷醋,,
HKSL_lesson_only488,HKSL_lesson_only488-UNEXPECTED-0KFQ-967,unexpected,出乎意料,出乎意料,出乎意料,,
HKSL_lesson_only489,HKSL_lesson_only489-ASKING_FOR_TROUBLE-10FA-969,asking_for_trouble,自討苦吃,自討苦吃,自討苦吃,,
HKSL_lesson_only49,HKSL_lesson_only49-MONTH-0JG0-511,month,一個月,一個月,一個月,,
HKSL_lesson_only490,HKSL_lesson_only490-HILARIOUS-0P0U-970,hilarious,搞笑,搞笑,搞笑,,
HKSL_lesson_only491,HKSL_lesson_only491-MOLEITAU-0S91-971,moleitau,無厘頭,無厘頭,無厘頭,,
HKSL_lesson_only492,HKSL_lesson_only492-JOKING-0ST9-972,joking,玩嘢/講笑,玩嘢/講笑,開玩笑,,written chinese
HKSL_lesson_only493,HKSL_lesson_only493-TOUCHING-0O8V-973,touching,感人,感人,感人,,
HKSL_lesson_only494,HKSL_lesson_only494-ENGROSSED-0OKL-974,engrossed,投入,投入,投入,,
HKSL_lesson_only495,HKSL_lesson_only495-ANTICIPATING-0POV-975,anticipating,期待,期待,期待,,
HKSL_lesson_only496,HKSL_lesson_only496-INSTINCT-0TNK-976,instinct,直覺,直覺,直覺,,
HKSL_lesson_only497,HKSL_lesson_only497-TOIL-0ORH-977,toil,捱苦,捱苦,捱苦,,
HKSL_lesson_only498,HKSL_lesson_only498-UNAFRAID-0JGD-978,unafraid,不怕,不怕,不怕,,
HKSL_lesson_only499,HKSL_lesson_only499-REGRETFUL-0NSC-979,regretful,後悔,後悔,後悔,,
HKSL_lesson_only5,HKSL_lesson_only5-HEARING-0K35-463,hearing,健聽,健聽,健聽,,
HKSL_lesson_only50,HKSL_lesson_only50-HOW_MANY-0NJU-512,how_many,幾多/多少/幾個,幾多/多少/幾個,多少,,chose written chin
HKSL_lesson_only51,HKSL_lesson_only51-BIRTHDAY-0T8V-513,birthday,生日,生日,生日,,
HKSL_lesson_only52,HKSL_lesson_only52-LUNAR_CALENDAR-13TI-514,lunar_calendar,農曆,農曆,農曆,,
HKSL_lesson_only53,HKSL_lesson_only53-NEW_YEAR-0PDG-515,new_year,新年,新年,新年,,
HKSL_lesson_only54,HKSL_lesson_only54-DRAGON_BOAT_FESTIVAL-0UNF-516,dragon_boat_festival,端午節,端午節,端午節,,
HKSL_lesson_only55,HKSL_lesson_only55-VALENTINES_DAY-0O65-517,valentines_day,情人節,情人節,情人節,,
HKSL_lesson_only56,HKSL_lesson_only56-EASTER-0NT9-518,easter,復活節,復活節,復活節,,
HKSL_lesson_only57,HKSL_lesson_only57-MID_AUTUMN_FESTIVAL-0JHD-519,mid_autumn_festival,中秋節,中秋節,中秋節,,
HKSL_lesson_only58,HKSL_lesson_only58-TOMB_SWEEPING_DAY-0RG5-520,tomb_sweeping_day,清明節,清明節,清明節,,
HKSL_lesson_only59,HKSL_lesson_only59-CHRISTMAS-102M-521,christmas,聖誕節,聖誕節,聖誕節,,
HKSL_lesson_only6,HKSL_lesson_only6-HARD_OF_HEARING-0NPH-464,hard_of_hearing,弱聽,弱聽,弱聽,,
HKSL_lesson_only60,HKSL_lesson_only60-IDLE-0NSN-522,idle,得閒,得閒,得閒,,
HKSL_lesson_only61,HKSL_lesson_only61-BUSY-0NUP-523,busy,忙碌,忙碌,忙碌,,
HKSL_lesson_only62,HKSL_lesson_only62-PHOTOGRAPH-0P8T-524,photograph,攝影,攝影,攝影,,
HKSL_lesson_only62,HKSL_lesson_only62-^PHOTOGRAPH_2-0P8T-525,^photograph_2,攝影,攝影_2,攝影,,
HKSL_lesson_only63,HKSL_lesson_only63-DRAW-0VJA-526,draw,繪畫,繪畫,繪畫,,
HKSL_lesson_only64,HKSL_lesson_only64-WANDER-140R-527,wander,逛街,逛街,逛街,,
HKSL_lesson_only65,HKSL_lesson_only65-SHOPPING-137S-528,shopping,購物,購物,購物,,
HKSL_lesson_only66,HKSL_lesson_only66-HIKE-122C-529,hike,行山,行山,行山,,
HKSL_lesson_only67,HKSL_lesson_only67-BICYCLE-0LDE-530,bicycle,單車,單車,單車,,
HKSL_lesson_only68,HKSL_lesson_only68-BOAT_TRIP-142A-531,boat_trip,遊船河,遊船河,遊船河,,
HKSL_lesson_only69,HKSL_lesson_only69-TENNIS-0VDI-532,tennis,網球,網球,網球,,
HKSL_lesson_only7,HKSL_lesson_only7-DONT_UNDERSTAND-0JGD-465,dont_understand,不明白,不明白,不明白,,
HKSL_lesson_only70,HKSL_lesson_only70-SQUASH-0M61-533,squash,壁球,壁球,壁球,,
HKSL_lesson_only71,HKSL_lesson_only71-BADMINTON-0VTT-534,badminton,羽毛球,羽毛球,羽毛球,,
HKSL_lesson_only72,HKSL_lesson_only72-VOLLEYBALL-0OSI-535,volleyball,排球,排球,排球,,
HKSL_lesson_only73,HKSL_lesson_only73-BOWLING-0JUT-536,bowling,保齡球,保齡球,保齡球,,
HKSL_lesson_only74,HKSL_lesson_only74-FOOTBALL (SOCCER)-13DJ-537,football (soccer),足球,足球,足球,,
HKSL_lesson_only75,HKSL_lesson_only75-ICESKATING-0RKS-538,iceskating,溜冰,溜冰,溜冰,,
HKSL_lesson_only76,HKSL_lesson_only76-SWIM-0RHO-539,swim,游水,游水,游水,,
HKSL_lesson_only77,HKSL_lesson_only77-SCUBA_DIVING-0RQR-540,scuba_diving,潛水,潛水,潛水,,
HKSL_lesson_only78,HKSL_lesson_only78-DIVE-13FJ-541,dive,跳水,跳水,跳水,,
HKSL_lesson_only79,HKSL_lesson_only79-WALK-13BG-542,walk,走路,走路,走路,,
HKSL_lesson_only8,HKSL_lesson_only8-AGAIN-0KCD-466,again,再來,再來,再來,,
HKSL_lesson_only80,HKSL_lesson_only80-READ-15DH-543,read,閱讀,閱讀,閱讀,,
HKSL_lesson_only81,HKSL_lesson_only81-LISTEN_TO_MUSIC-103T-544,listen_to_music,聽音樂,聽音樂,聽音樂,,
HKSL_lesson_only82,HKSL_lesson_only82-PLAY_VIDEO_GAME-0ST9-545,play_video_game,玩電子遊戲,玩電子遊戲,玩電子遊戲,,
HKSL_lesson_only83,HKSL_lesson_only83-BARBECUE-0SEI-546,barbecue,燒烤,燒烤,燒烤,,
HKSL_lesson_only84,HKSL_lesson_only84-CAMP-15PI-547,camp,露營,露營,露營,,
HKSL_lesson_only85,HKSL_lesson_only85-ACTIVITIES-0R9R-548,activities,活動,活動,活動,,
HKSL_lesson_only86,HKSL_lesson_only86-ALL_KINDS-0L04-549,all_kinds,各式各樣,各式各樣,各式各樣,,
HKSL_lesson_only87,HKSL_lesson_only87-TO_LIKE-0LCS-550,to_like,喜歡,喜歡,喜歡,,
HKSL_lesson_only88,HKSL_lesson_only88-DISLIKE-0JGD-551,dislike,不喜歡,不喜歡,不喜歡,,
HKSL_lesson_only89,HKSL_lesson_only89-WHY-0S5Q-552,why,為什麼/點解,為什麼/點解,為什麼,,chose written chin
HKSL_lesson_only9,HKSL_lesson_only9-THANK_YOU-12OT-467,thank_you,謝謝,謝謝,謝謝,,
HKSL_lesson_only90,HKSL_lesson_only90-FLOWER-10LH-553,flower,花,花,花,,
HKSL_lesson_only91,HKSL_lesson_only91-GRASS-10Q9-554,grass,草,草,草,,
HKSL_lesson_only92,HKSL_lesson_only92-TREE-0QHP-555,tree,樹,樹,樹,,
HKSL_lesson_only93,HKSL_lesson_only93-WOOD-0PP8-556,wood,木,木,木,,
HKSL_lesson_only94,HKSL_lesson_only94-MOUNTAIN-0N3H-557,mountain,山,山,山,,
HKSL_lesson_only95,HKSL_lesson_only95-LEAF-1129-558,leaf,葉,葉,葉,,
HKSL_lesson_only96,HKSL_lesson_only96-CLOUD-15NI-559,cloud,雲,雲,雲,,
HKSL_lesson_only96,HKSL_lesson_only96-^CLOUD_2-15NI-560,^cloud_2,雲,雲_2,雲,,
HKSL_lesson_only97,HKSL_lesson_only97-RAIN-15N8-561,rain,雨,雨,雨,,
HKSL_lesson_only98,HKSL_lesson_only98-LIGHTNING-15C3-562,lightning,閃電,閃電,閃電,,
HKSL_lesson_only99,HKSL_lesson_only99-RAINBOW-0NR9-563,rainbow,彩虹,彩虹,彩虹,,
NULL,NULL-^LISTEN-103T-336,^listen,聽,聽,聽,,
,HKSL_lesson_only237-^DIPLOMA_2-0PC7-709,^diploma_2,文憑,文憑_2,文憑,,
,C_03_009-^INDIAN_2-0KRG-395,^indian_2,印度,印度_2,印度,,
,-^INDIAN_3-0KRG-396,^indian_3,印度,印度_3,印度,,
,B_03_073-^FILM_2-10VI-220,^film_2,菲林,菲林,菲林,,
,C_03_020-^SQUIRREL_2-0PRU-405,^squirrel_2,松鼠,松鼠_2,松鼠,,
